@relation 's_0: -C -2'

@attribute NOII_type numeric
@attribute NOAM_type numeric
@attribute NOCS_type numeric
@attribute NOM_type numeric
@attribute NMO_type numeric
@attribute ATFD_type numeric
@attribute FANOUT_type numeric
@attribute NOMNAMM_type numeric
@attribute NOA_type numeric
@attribute NIM_type numeric
@attribute DIT_type numeric
@attribute LOC_type numeric
@attribute LOCNAMM_type numeric
@attribute CFNAMM_type numeric
@attribute TCC_type numeric
@attribute CBO_type numeric
@attribute RFC_type numeric
@attribute NOC_type numeric
@attribute WMC_type numeric
@attribute LCOM5_type numeric
@attribute WOC_type numeric
@attribute WMCNAMM_type numeric
@attribute AMW_type numeric
@attribute AMWNAMM_type numeric
@attribute isStatic_type numeric
@attribute NOPA_type numeric
@attribute number_private_visibility_attributes numeric
@attribute number_protected_visibility_attributes numeric
@attribute number_package_visibility_attributes numeric
@attribute num_final_attributes numeric
@attribute num_static_attributes numeric
@attribute num_final_static_attributes numeric
@attribute num_not_final_not_static_attributes numeric
@attribute num_final_not_static_attributes numeric
@attribute num_static_not_final_attributes numeric
@attribute number_public_visibility_methods numeric
@attribute number_private_visibility_methods numeric
@attribute number_protected_visibility_methods numeric
@attribute number_package_visibility_methods numeric
@attribute number_final_methods numeric
@attribute number_abstract_methods numeric
@attribute number_not_abstract_not_final_methods numeric
@attribute number_static_methods numeric
@attribute number_final_static_methods numeric
@attribute number_final_not_static_methods numeric
@attribute number_not_final_static_methods numeric
@attribute number_not_final_not_static_methods numeric
@attribute number_standard_design_methods numeric
@attribute number_constructor_DefaultConstructor_methods numeric
@attribute number_constructor_NotDefaultConstructor_methods numeric
@attribute is_GC {0,1}
@attribute is_DC {0,1}

@data
1,6,0,7,0,0,1,1,6,0,1,41,11,4,0,1,11,0,7,1,0,1,1,1,1,0,6,0,0,6,0,0,0,6,0,6,0,0,1,0,0,7,0,0,0,0,7,0,0,1,0,1
0,3,0,4,0,0,0,1,3,0,1,22,7,0,0,0,4,0,4,1,0.142857,1,1,1,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,1
1,5,4,45,1,28,32,40,26,8,2,1134,1029,78,0.161905,35,155,0,172,0.957168,0.6,150,3.822222,3.75,0,4,22,0,0,5,6,5,20,0,1,16,29,0,0,1,0,44,0,0,1,0,44,39,0,1,1,0
0,0,0,9,0,1,4,9,0,3,2,82,82,3,0,12,20,0,10,0,1,10,1.111111,1.111111,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,9,8,0,1,0,0
0,8,0,9,0,0,0,1,4,0,1,43,43,0,0.285714,2,9,0,11,0.875,0.111111,1,1.222222,1,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,1
1,4,0,8,0,0,0,4,4,0,1,40,20,0,0.333333,0,8,0,9,0.857143,0.5,5,1.125,1.25,1,0,4,0,0,2,0,0,2,2,0,8,0,0,0,0,0,8,0,0,0,0,8,2,0,2,0,1
0,0,0,6,0,0,0,6,2,0,1,33,33,0,1,0,6,3,7,0.9,1,7,1.166667,1.166667,0,0,2,0,0,2,1,1,0,1,0,3,1,2,0,0,0,6,0,0,0,0,6,3,0,3,0,0
0,3,0,5,0,0,0,2,7,0,1,56,41,0,0,0,5,0,5,1,0.222222,2,1,1,0,4,3,0,0,4,4,4,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0,1
0,7,0,8,0,0,0,1,7,0,1,47,12,0,0,0,8,0,8,1,0.125,1,1,1,0,0,7,0,0,0,0,0,7,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,1,0,1
0,6,0,8,0,4,3,2,0,43,3,85,21,4,0,13,58,0,10,0,0.25,4,1.25,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,0,0
0,20,0,25,1,2,1,5,11,0,1,214,114,2,0.202899,3,29,0,28,0.882576,0.192308,8,1.12,1.6,0,1,10,0,0,1,1,1,10,0,0,25,0,0,0,0,0,25,1,0,0,1,24,4,0,1,0,1
0,6,0,7,0,6,1,1,0,43,3,77,3,2,0,15,55,0,7,0,0.142857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,0
0,6,0,7,0,6,1,1,0,43,3,76,3,2,0,14,55,0,7,0,0.142857,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,0
0,54,0,105,0,14,27,51,65,0,2,1950,1339,49,0.04601,38,154,7,263,0.993047,0,202,2.504762,3.960784,0,24,6,34,1,24,25,24,40,0,1,102,1,2,0,0,0,105,16,0,0,16,89,49,0,2,1,0
0,0,0,1,0,0,1,1,15,63,5,38,38,1,1,3,12,0,1,0,0.066667,1,1,1,0,14,1,0,0,15,15,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,9,0,12,0,0,1,3,10,0,1,147,57,1,0,2,13,0,12,1,0.25,3,1,1,0,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,12,0,0,0,0,12,1,0,2,0,1
0,37,0,63,0,63,20,26,55,0,1,1562,1079,56,0.311475,23,168,0,263,0.959531,0.289855,216,4.174603,8.307692,0,13,10,32,0,16,16,16,39,0,0,56,1,6,0,0,0,63,6,0,0,6,57,25,0,1,1,0
0,18,1,64,17,126,50,46,22,154,3,1635,1395,178,0.330216,93,555,0,372,0.955267,0.444444,335,5.8125,7.282609,0,0,1,14,7,0,0,0,22,0,0,18,4,4,38,0,0,64,2,0,0,2,62,45,0,1,1,0
0,25,4,76,10,163,60,51,49,35,2,2345,2147,227,0.405045,65,420,0,393,0.961088,0.722222,363,5.171053,7.117647,0,0,1,45,3,2,2,2,47,0,0,18,0,11,47,0,0,76,0,0,0,0,76,50,0,1,1,0
0,8,3,42,1,26,20,34,28,67,2,1513,1371,47,0.356275,29,167,2,273,0.924216,0.5,250,6.5,7.352941,0,0,0,27,1,1,1,1,27,0,0,12,1,14,15,0,0,42,2,0,0,2,40,32,0,2,1,0
1,19,1,139,0,169,35,120,46,0,1,3585,3336,133,0.468492,39,302,1,742,0.977158,0.833333,703,5.338129,5.858333,0,1,13,28,4,3,4,3,42,0,1,101,9,21,8,1,0,138,24,0,1,24,114,108,0,12,1,0
0,3,4,40,0,13,20,37,18,0,1,1093,1062,30,0.011765,21,78,4,93,1,0,90,2.325,2.432432,0,13,5,0,0,13,15,13,3,0,2,35,2,3,0,0,0,40,4,0,0,4,36,34,0,3,0,0
3,11,18,53,2,35,50,42,39,518,5,2060,1951,91,0.262626,39,168,0,185,0.9714,0.622642,167,3.490566,3.97619,0,11,26,0,2,12,12,12,27,0,0,42,6,0,5,0,0,53,4,0,0,4,49,40,0,2,1,0
0,20,6,85,9,47,33,65,35,102,2,2167,1901,105,0.23843,54,350,0,279,0.977891,0.625,242,3.282353,3.723077,0,12,21,0,2,21,20,20,14,1,0,68,10,4,3,0,0,85,2,0,0,2,83,64,0,1,1,0
0,21,2,117,0,27,21,96,24,0,1,2711,2424,70,0.409842,25,208,1,334,0.968032,0.757576,299,2.854701,3.114583,0,4,17,3,0,7,4,4,17,3,0,95,5,17,0,0,0,117,0,0,0,0,117,94,0,2,1,0
0,0,0,1,0,0,1,1,7,29,2,13,13,1,1,3,42,0,1,0,0.125,1,1,1,0,7,0,0,0,7,7,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,1,21,29,2,33,33,1,1,3,42,0,1,0,0.045455,1,1,1,0,21,0,0,0,21,21,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,1,8,29,2,42,42,1,1,3,42,0,1,0,0.111111,1,1,1,0,8,0,0,0,8,8,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,7,0,46,16,14,30,39,6,98,5,1091,997,80,0.415385,40,217,0,132,0.959259,0.885714,119,2.869565,3.051282,0,0,5,1,0,1,1,1,5,0,0,35,4,7,0,0,0,46,1,0,0,1,45,37,0,2,1,0
1,0,0,46,0,18,20,46,4,0,1,1837,1837,48,0.318182,24,102,0,275,0.944444,1,275,5.978261,5.978261,0,0,4,0,0,1,1,1,3,0,0,13,33,0,0,0,0,46,3,0,0,3,43,45,0,1,1,0
0,6,0,8,0,0,0,2,4,15,2,64,23,0,0.6,0,23,0,8,0.714286,0.166667,2,1,1,1,4,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,0,1
0,5,0,7,0,0,0,2,4,15,2,57,24,0,0.4,0,22,0,7,0.833333,0.181818,2,1,1,1,4,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,2,0,1
1,0,1,66,0,64,17,66,12,0,1,3363,3363,54,0.230769,22,126,1,518,0.921795,1,518,7.848485,7.848485,0,0,12,0,0,2,2,2,10,0,0,16,50,0,0,0,0,66,4,0,0,4,62,64,0,2,1,0
0,0,0,1,0,8,0,1,10,0,1,270,270,0,1,3,1,0,1,0,0,1,1,1,0,10,0,0,0,10,10,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,2,1,0,0,0,1,7,0,1,41,41,0,1,0,1,0,1,0,0,1,1,1,0,7,0,0,0,7,7,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,8,1,38,22,30,22,30,8,49,3,1075,989,40,0.326437,49,174,0,164,0.905405,0.702703,151,4.315789,5.033333,0,3,5,0,0,5,5,5,3,0,0,34,3,1,0,0,0,38,2,0,0,2,36,25,0,5,1,0
1,22,1,54,17,26,23,32,16,25,2,1614,1257,42,0.442376,44,158,0,271,0.766038,0.55102,209,5.018519,6.53125,0,0,2,0,14,2,2,2,14,0,0,49,3,1,1,3,0,51,5,0,3,5,46,29,0,3,1,0
0,3,0,23,0,71,16,20,16,0,1,1054,1030,51,0.490909,21,86,0,192,0.827273,0.6,189,8.347826,9.45,0,1,15,0,0,0,0,0,16,0,0,9,11,0,3,0,0,23,0,0,0,0,23,19,0,1,1,0
2,3,8,34,0,119,67,31,107,0,1,2633,2410,140,0.501894,74,219,0,442,0.692037,0.36,404,13,13.032258,0,13,0,94,0,13,13,13,94,0,0,12,0,22,0,0,0,34,0,0,0,0,34,30,0,1,1,0
0,13,0,14,0,0,0,1,13,0,1,121,4,0,0,1,14,0,14,0.876923,0.071429,1,1,1,0,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,1,0,1
0,8,0,10,0,0,0,2,4,0,1,74,26,0,0.333333,0,10,0,10,0.777778,0.2,2,1,1,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,0,0,10,0,0,0,0,10,1,0,1,0,1
0,1,4,14,2,8,9,13,11,7,2,1176,1154,12,0.3,8,40,0,98,0.846154,0.833333,97,7,7.461538,0,0,10,0,1,1,1,1,10,0,0,6,8,0,0,0,0,14,2,0,0,2,12,12,0,1,1,0
2,3,8,33,0,87,37,30,57,0,1,3563,3455,85,0.577778,42,161,0,382,0.787716,0.4375,362,11.575758,12.066667,0,6,51,0,0,7,7,7,50,0,0,10,22,0,1,0,0,33,0,0,0,0,33,29,0,1,1,0
0,1,0,11,0,28,8,10,12,0,1,1257,1248,20,1,13,43,0,293,0.722222,0.285714,292,26.636364,29.2,0,4,8,0,0,4,4,4,8,0,0,3,8,0,0,0,0,11,0,0,0,0,11,9,0,1,1,0
1,12,0,42,0,10,2,30,54,0,1,1055,986,5,0.224638,2,47,0,195,0.978771,0.368421,183,4.642857,6.1,0,12,42,0,0,28,29,28,25,0,1,26,16,0,0,7,0,35,9,0,7,9,26,28,0,2,1,0
0,0,0,43,10,47,10,43,1,87,3,1527,1527,36,0.063879,37,183,0,322,0.833333,0.976744,322,7.488372,7.488372,0,1,0,0,0,1,0,0,0,1,0,42,0,0,1,0,0,43,7,0,0,7,36,42,0,1,1,0
0,0,0,11,0,89,30,11,0,183,3,1147,1147,90,0,77,427,1,161,0,0,161,14.636364,14.636364,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,11,1,0,0,1,10,10,0,1,1,0
0,10,0,67,28,100,38,57,36,20,2,2216,2100,152,0.414966,56,268,0,422,0.919613,0.484848,401,6.298507,7.035088,0,10,19,0,7,1,1,1,35,0,0,23,16,0,28,0,0,67,1,0,0,1,66,55,0,2,1,0
0,1,0,37,7,68,19,36,2,71,2,1836,1825,63,0.005848,56,219,1,468,1,0.833333,465,12.648649,12.916667,0,0,0,0,2,0,0,0,2,0,0,6,11,1,19,0,0,37,2,0,0,2,35,29,0,7,1,0
0,1,0,10,5,181,28,9,70,79,3,2084,2043,69,0.277778,68,237,0,508,0.844444,0.583333,504,50.8,56,0,4,64,0,2,67,67,67,3,0,0,8,1,0,1,0,0,10,4,0,0,4,6,8,0,1,1,0
0,0,0,86,1,332,50,86,3,220,5,4973,4973,193,0.005445,108,755,1,695,0.968627,0,695,8.081395,8.081395,0,0,0,0,3,3,3,3,0,0,0,0,27,0,59,0,0,86,2,0,0,2,84,85,0,1,1,0
0,13,0,20,0,2,0,7,10,0,1,99,32,0,0.130719,2,20,1,21,0.942105,0.352941,8,1.05,1.142857,0,0,6,4,0,0,0,0,10,0,0,17,0,2,1,0,0,20,0,0,0,0,20,5,0,2,0,1
1,14,0,81,1,79,32,67,28,0,1,1854,1731,75,0.43956,48,163,12,390,0.956696,0.814815,369,4.814815,5.507463,0,4,1,5,18,13,13,13,15,0,0,23,0,1,57,0,0,81,7,0,0,7,74,64,0,3,1,0
0,2,0,19,1,123,41,17,4,33,2,1268,1217,99,0.285714,52,181,1,257,1,1,245,13.526316,14.411765,0,0,0,0,4,0,0,0,4,0,0,3,8,0,8,0,0,19,3,0,0,3,16,13,0,4,1,0
0,1,0,3,0,0,0,2,17,0,1,47,33,0,1,1,3,1,3,1,0,2,1,1,0,8,0,0,9,8,8,8,9,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,2,0,0
0,0,0,22,0,77,31,22,4,58,3,1261,1261,77,0.073529,57,224,2,198,0.952381,1,198,9,9,0,0,0,0,4,0,0,0,4,0,0,1,0,0,21,0,0,22,3,0,0,3,19,17,0,5,1,0
1,31,0,67,0,63,25,36,40,0,1,1012,849,42,0.15625,36,123,0,174,0.972348,0.430769,143,2.597015,3.972222,0,8,4,0,28,10,9,9,30,1,0,57,1,0,9,0,0,67,6,0,0,6,61,34,0,2,1,0
0,0,0,73,1,123,49,73,1,34,3,6908,6908,158,0.006036,73,396,0,496,0.944444,0,496,6.794521,6.794521,0,0,0,0,1,1,1,1,0,0,0,0,1,1,71,0,0,73,0,0,0,0,73,72,0,1,1,0
1,10,1,61,0,25,15,51,22,0,1,1606,1544,43,0.235028,21,110,1,226,0.960606,0.782609,216,3.704918,4.235294,0,0,8,5,9,15,1,1,7,14,0,46,0,0,15,0,0,61,0,0,0,0,61,50,0,1,1,0
0,0,0,1,0,0,0,1,57,0,1,65,65,0,1,0,1,0,1,0,0,1,1,1,0,57,0,0,0,57,57,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,3,2,17,2,22,25,14,6,33,3,1040,933,70,0.194444,28,140,0,139,0.947917,1,125,8.176471,8.928571,0,0,5,0,1,5,5,5,1,0,0,2,7,8,0,0,0,17,1,0,0,1,16,13,0,1,1,0
0,6,0,6,0,0,0,0,3,0,1,52,1,0,0.2,1,6,0,6,0.8,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,1
2,9,10,52,0,37,32,43,65,0,1,3148,2982,55,0.283391,28,125,0,359,0.970739,0.717949,329,6.903846,7.651163,0,3,23,39,0,37,33,30,25,7,3,36,8,3,5,3,0,49,9,1,2,8,41,41,0,2,1,0
0,0,0,1,0,0,0,1,13,0,1,43,43,0,1,0,1,0,1,0,0,1,1,1,1,13,0,0,0,13,10,10,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3,7,3,33,6,32,18,26,47,23,2,1801,1668,65,0.301075,24,145,1,182,0.956782,0.666667,165,5.515152,6.346154,0,0,13,34,0,33,21,21,14,12,0,15,1,17,0,2,0,31,0,0,2,0,31,25,0,1,1,0
1,2,0,30,0,20,9,28,33,0,1,1421,1380,42,0.283251,15,75,2,242,0.951933,0,231,8.066667,8.25,0,0,4,29,0,21,16,16,12,5,0,7,1,22,0,0,0,30,0,0,0,0,30,28,0,0,1,0
3,10,0,53,0,46,12,43,40,0,1,1662,1562,82,0.477891,25,138,1,227,0.951442,0.782609,217,4.283019,5.046512,0,0,15,25,0,18,14,14,22,4,0,46,3,4,0,0,0,53,1,0,0,1,52,42,0,1,1,0
4,7,0,49,0,70,27,42,66,0,1,2030,1961,66,0.404878,37,130,2,261,0.958965,0.806452,254,5.326531,6.047619,0,0,28,38,0,25,18,18,41,7,0,31,7,10,1,3,0,46,0,0,3,0,46,41,0,1,1,0
1,8,0,9,0,0,0,1,4,0,1,118,6,0,0.142857,0,9,0,9,0.875,0.111111,1,1,1,0,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,1
1,16,0,21,0,0,0,5,8,0,1,335,121,0,0.066667,0,21,0,21,0.95,0.238095,5,1,1,0,0,0,8,0,0,0,0,8,0,0,21,0,0,0,0,0,21,0,0,0,0,21,0,0,5,0,1
3,4,2,60,26,23,15,56,8,181,5,1399,1339,31,0.337979,43,348,4,215,0.915254,1,206,3.583333,3.678571,0,0,0,6,2,1,1,1,7,0,0,12,14,11,23,0,0,60,0,0,0,0,60,52,0,4,1,0
1,6,0,11,0,0,0,5,6,0,1,127,77,0,0,0,11,0,11,1,0.294118,5,1,1,0,6,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,5,0,1
0,12,0,16,0,0,1,4,6,0,1,214,108,3,0.090909,1,19,5,16,0.933333,0.25,4,1,1,0,0,0,6,0,0,0,0,6,0,0,16,0,0,0,0,0,16,0,0,0,0,16,0,0,4,0,1
0,6,3,120,0,142,68,114,120,0,1,4156,4115,161,0.4,84,345,0,729,0.983053,0.466667,721,6.075,6.324561,0,5,62,20,33,40,40,40,80,0,0,10,78,13,19,1,0,119,0,0,1,0,119,112,0,2,1,0
0,1,0,11,0,146,16,10,103,0,1,1648,1624,26,0.472222,24,39,0,165,1,0.166667,162,15,16.2,0,40,27,32,4,93,96,93,7,0,3,8,1,1,1,0,0,11,1,0,0,1,10,9,0,1,1,0
0,9,0,12,5,5,1,3,2,7,2,131,17,1,0.611111,1,25,0,21,0.681818,0.25,6,1.75,2,0,0,2,0,0,0,0,0,2,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,3,0,1
2,4,1,20,0,49,16,16,19,0,1,1078,852,23,0.484848,17,52,0,211,0.908587,0.692308,176,10.55,11,0,0,6,13,0,14,12,12,5,2,0,13,7,0,0,0,0,20,0,0,0,0,20,15,0,1,1,0
1,0,1,17,0,13,10,17,17,0,1,1128,1128,18,0.454545,17,42,0,142,0.886029,1,142,8.352941,8.352941,0,0,17,0,0,2,3,2,14,0,1,10,5,0,2,0,0,17,0,0,0,0,17,16,0,1,1,0
4,8,9,63,0,174,54,55,132,0,1,4491,4361,137,0.375758,78,231,0,483,0.972752,0.72973,463,7.666667,8.418182,0,4,59,63,6,65,49,49,67,16,0,33,7,0,23,1,0,62,0,0,1,0,62,54,0,1,1,0
0,0,0,1,0,0,1,1,0,0,1,8,8,1,1,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,4,0,6,1,0,0,2,4,0,1,38,18,0,0.2,0,6,0,7,0.9,0.125,3,1.166667,1.5,0,3,0,0,1,4,0,0,0,4,0,5,0,0,1,0,0,6,0,0,0,0,6,1,0,1,0,1
1,0,0,1,1,0,0,1,11,0,1,16,16,0,1,1,1,0,1,0,0.083333,1,1,1,0,11,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0
1,14,12,27,2,5,15,13,19,35,2,1469,1413,32,0.22381,15,103,0,99,0.951417,0.391304,85,3.666667,6.538462,0,0,19,0,0,4,1,1,15,3,0,23,0,3,1,1,0,26,0,0,1,0,26,7,0,6,0,0
0,0,1,1,0,0,3,1,9,0,2,232,232,12,1,2,13,0,3,0,0.1,3,3,3,1,9,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,9,1,29,6,11,8,20,25,31,2,541,506,20,0.261905,17,93,0,89,0.909226,0.571429,80,3.068966,4,0,0,15,0,10,9,1,1,16,8,0,21,8,0,0,0,0,29,0,0,0,0,29,20,0,0,1,0
1,0,3,36,0,16,15,36,2,0,1,1485,1485,44,0.113846,14,90,0,212,0.914286,1,212,5.888889,5.888889,0,0,1,1,0,2,1,1,0,1,0,22,8,0,6,0,0,36,32,0,0,32,4,34,0,2,1,0
0,13,4,90,0,91,47,77,59,0,1,3392,3175,118,0.416425,52,260,0,553,0.948262,0.648148,539,6.144444,7,0,7,52,0,0,14,12,12,45,2,0,47,43,0,0,0,0,90,1,0,0,1,89,76,0,1,1,0
0,1,0,21,0,54,21,20,14,0,1,1201,1191,50,0.428571,25,113,0,226,0.953571,0.545455,225,10.761905,11.25,0,5,9,0,0,8,6,6,6,2,0,6,13,0,2,0,0,21,3,0,0,3,18,19,0,1,1,0
0,26,5,88,0,16,25,62,49,0,1,1210,1063,34,0.146944,30,132,0,176,0.985925,0.6,148,2,2.387097,0,12,37,0,0,45,13,13,4,32,0,83,4,1,0,0,0,88,1,0,0,1,87,60,0,2,1,0
1,0,0,1,0,1,2,1,0,0,1,10,10,2,1,2,3,0,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0
1,62,8,201,5,58,48,139,54,73,3,3652,2855,135,0.106476,59,470,1,499,0.983611,0.651042,390,2.482587,2.805755,0,5,10,39,0,21,10,10,33,11,0,187,5,9,0,11,0,190,2,0,11,2,188,134,0,5,1,0
0,9,3,29,1,51,31,20,19,0,1,1101,1005,58,0.471429,31,128,0,262,0.947368,0.424242,250,9.034483,12.5,0,10,9,0,0,13,13,13,6,0,0,23,6,0,0,2,0,27,1,0,2,1,26,18,0,2,1,0
1,3,1,45,2,53,41,42,7,59,3,1564,1538,110,0.378917,47,263,0,376,0.827922,0.88,371,8.355556,8.833333,0,0,7,0,0,1,1,1,6,0,0,25,14,5,1,0,0,45,4,0,0,4,41,38,0,4,1,0
1,0,4,40,1,66,37,40,10,555,6,1353,1353,67,0.381818,47,210,0,211,0.94359,1,211,5.275,5.275,0,0,10,0,0,5,4,4,5,1,0,12,28,0,0,0,0,40,1,0,0,1,39,39,0,1,1,0
0,1,2,5,3,0,4,4,1,23,4,61,57,4,0,2,9,0,5,1,0.75,4,1,1,0,0,1,0,0,0,1,0,0,0,1,4,1,0,0,1,0,4,1,0,1,1,3,3,0,1,0,0
1,0,0,1,0,0,1,1,0,0,1,24,24,1,1,1,2,0,7,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
0,4,0,8,4,0,0,4,4,4,2,17,5,0,0.142857,0,8,0,8,0.857143,0.5,4,1,1,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,4,1,0,0,1
0,3,0,4,0,0,0,1,10,0,1,45,20,0,0,0,4,0,4,1,0.090909,1,1,1,0,7,3,0,0,7,7,7,3,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,1
1,8,2,64,4,7,19,56,13,169,5,1371,1286,52,0.088627,51,241,0,247,0.965812,0.826087,229,3.859375,4.089286,0,1,12,0,0,7,5,4,5,3,1,45,10,7,2,0,0,64,1,0,0,1,63,53,0,3,1,0
1,5,24,26,2,25,35,21,35,529,6,1079,1058,57,0.383333,28,129,0,69,0.948571,0.571429,64,2.653846,3.047619,0,2,25,0,8,2,2,2,33,0,0,12,9,1,4,0,0,26,0,0,0,0,26,20,0,1,1,0
0,10,0,11,0,0,0,1,5,0,1,27,27,0,0.111111,1,11,0,11,0.9,0.090909,1,1,1,1,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,0,1
0,1,34,31,0,146,60,30,22,533,7,1881,1858,76,0.428571,47,116,0,74,0.981818,0.875,72,2.387097,2.4,0,0,20,2,0,20,2,2,2,18,0,8,23,0,0,0,0,31,0,0,0,0,31,29,0,1,1,0
1,5,0,23,1,8,7,18,7,0,1,510,440,9,0.785714,10,38,1,43,0.779221,0.73913,38,1.869565,2.111111,0,1,2,0,4,1,2,1,5,0,1,22,0,1,0,0,0,23,0,0,0,0,23,16,0,2,1,0
0,0,0,3,0,0,0,3,8,0,1,38,38,0,1,1,3,0,3,1,0.272727,3,1,1,0,8,0,0,0,8,3,3,0,5,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0
1,0,0,1,0,0,0,1,6,0,1,57,57,0,1,4,1,1,1,0,0.142857,1,1,1,0,6,0,0,0,6,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,2,1,27,5,26,17,25,31,64,3,1032,1014,39,0.490476,31,162,24,153,0.954094,0.933333,149,5.666667,5.96,0,0,16,14,1,20,19,19,11,1,0,15,4,5,3,7,0,20,4,3,4,1,19,23,0,2,1,0
0,6,0,7,0,0,0,1,6,0,1,106,53,0,0,1,7,0,7,1,0,1,1,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,1,0,1
1,8,0,9,0,0,0,1,4,0,1,118,6,0,0.142857,0,9,0,9,0.875,0,1,1,1,0,0,4,0,0,0,0,0,4,0,0,8,0,0,1,0,0,9,0,0,0,0,9,0,0,1,0,1
1,6,0,11,0,0,0,5,6,0,1,142,92,0,0,0,11,0,11,1,0,5,1,1,0,0,6,0,0,6,0,0,0,6,0,6,0,0,5,0,0,11,0,0,0,0,11,0,0,5,0,1
0,16,2,83,0,26,18,67,22,0,2,3547,2997,62,0.392888,21,155,3,411,0.953437,0,314,4.951807,4.686567,0,0,5,12,5,3,3,3,19,0,0,50,14,13,6,2,0,81,2,0,2,2,79,66,0,1,1,0
0,2,0,17,5,20,12,15,65,125,5,1052,1031,23,0.346154,24,240,0,92,0.936538,0.9,90,5.411765,6,0,0,65,0,0,24,24,24,41,0,0,10,3,4,0,0,0,17,1,0,0,1,16,14,0,1,1,0
0,2,1,39,2,12,16,37,11,92,4,1699,1676,35,0.334454,25,220,0,228,0.966507,0.933333,226,5.846154,6.108108,0,0,5,1,5,3,3,3,8,0,0,30,3,6,0,0,0,39,3,0,0,3,36,36,0,1,1,0
2,8,0,10,0,0,0,2,5,0,1,182,78,0,0.142857,0,10,0,10,0.933333,0.2,2,1,1,0,0,4,0,1,1,1,1,4,0,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,2,0,1
2,11,0,45,1,13,10,34,15,12,2,1404,1157,17,0.44367,12,69,0,141,0.913636,0.744186,121,3.133333,3.558824,0,0,12,0,3,0,0,0,15,0,0,43,1,1,0,1,0,44,0,0,1,0,44,32,0,2,1,0
