NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,isStatic_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,isStatic_method,is_MC
2,0,0,0,0,2,6,2,0,2,0,2,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
1,0,0,0,0,3,13,4,0,2,0,4,1,1,1,2,0,1,0,1,0,4,17,0,9,6,6,14,3,0,34,10,19,0,4,4,55,1,0,4,1,58,50,0,4,0,0
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,0,0,0,0,0,26,0,0,0,0,26,19,0,7,0,0
1,0,1,1,0,1,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,5,0,0,110,0,0,0,0,0,110,0,0,0,0,110,86,0,1,0,0
1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,0,0,1,4,4,0,1,0,0
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0
1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,7,1,0,0,0
1,1,0,0,8,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,50,0,0,12,12,12,50,0,0,112,0,0,0,0,0,112,1,0,0,1,111,11,1,0,0,0
6,0,7,2,0,5,100,13,1,21,5,32,0.888889,7,12,8,3,20,5,0.35,0,0,1,0,0,0,0,1,0,0,9,0,17,0,0,0,26,1,0,0,1,25,22,0,1,0,1
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,8,0,0,18,0,0,0,0,0,18,0,0,0,0,18,1,0,1,0,0
2,0,0,0,0,1,3,1,0,2,0,3,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,41,0,2,0,0,0,43,0,0,0,0,43,20,0,1,0,0
0,3,4,4,3,4,24,4,1,4,4,10,0.5,5,2,3,0,6,4,0.833333,0,2,1,0,9,9,9,1,0,0,3,1,6,0,0,0,10,0,0,0,0,10,8,0,1,0,1
2,0,0,0,0,1,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,5,4,0,1,0,0
2,2,3,1,2,1,18,1,3,2,2,9,0.5,11,11,3,1,14,2,0.785714,0,0,3,0,0,0,0,4,0,0,13,1,0,0,0,0,14,0,0,0,0,14,10,0,1,0,1
0,0,1,1,0,1,10,2,0,1,0,8,0.833333,1,0,5,1,1,0,1,0,16,0,0,1,4,1,12,0,3,1,7,0,0,0,0,8,0,0,0,0,8,6,0,1,0,0
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,3,4,0,19,3,4,123,459,0,0,114,0,468,4,0,114,4,464,578,0,2,0,0
2,0,1,1,0,1,10,1,0,3,0,6,0.666667,0,0,2,1,0,0,0,0,14,0,0,14,9,9,7,5,0,26,7,0,0,0,0,33,0,0,0,0,33,32,0,1,0,0
2,0,19,8,0,4,57,8,3,7,3,37,0.45,13,11,9,2,29,2,0.448276,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,0,0,0,0,16,13,0,3,0,1
1,0,3,3,0,4,65,21,1,14,3,30,0.8,4,0,12,5,4,3,1,0,0,18,0,0,0,0,18,0,0,19,0,3,0,0,0,22,0,0,0,0,22,13,0,1,0,1
4,2,0,0,2,1,9,2,0,4,0,2,1,0,0,1,1,0,0,0,0,2,3,0,3,3,3,5,0,0,22,0,0,0,0,0,22,1,0,0,1,21,17,0,1,0,0
2,2,6,3,4,1,12,1,2,2,3,17,0.6,3,1,9,0,7,3,0.428571,0,11,0,0,0,0,0,11,0,0,17,0,0,0,0,0,17,0,0,0,0,17,2,0,3,0,1
0,0,2,1,0,4,38,5,3,6,2,17,0.75,6,8,6,1,10,2,0.6,0,7,0,0,1,2,1,5,0,1,20,1,0,0,0,0,21,0,0,0,0,21,8,0,1,0,1
0,0,7,3,0,1,43,1,8,8,3,19,0.222222,5,4,2,0,12,3,0.416667,0,6,0,0,3,0,0,3,3,0,4,4,0,2,0,0,10,0,0,0,0,10,7,0,1,0,1
1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,5,2,4,1,0,0,12,0,0,0,0,12,6,1,0,0,0
2,0,0,0,0,1,4,1,0,2,0,2,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,4,0,0,2,0,0,6,0,0,0,0,6,4,0,2,0,0
3,4,0,0,4,1,3,1,0,3,0,3,0,1,1,0,1,1,0,1,0,11,0,0,0,1,0,10,0,1,26,2,0,0,0,0,28,0,0,0,0,28,5,0,4,0,0
1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,2,0,2,0,0
0,8,0,0,9,2,9,2,0,1,0,2,0,0,0,0,2,0,0,0,0,3,1,0,4,5,4,0,0,1,7,2,0,0,0,0,9,8,0,0,8,1,8,0,1,1,0
4,0,4,3,0,1,33,5,3,4,2,9,0.2,6,7,1,0,9,2,0.666667,0,0,2,0,0,0,0,2,0,0,21,0,0,0,0,0,21,0,0,0,0,21,19,0,1,0,1
1,0,3,2,0,1,9,5,0,3,0,7,0.25,2,3,1,1,5,0,0.4,0,1,2,0,3,2,2,2,1,0,2,2,1,0,0,1,4,0,0,0,0,5,4,0,1,0,0
0,0,0,0,0,1,3,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,1,0,0,0,11,0,0,0,0,11,9,1,0,0,0
0,2,0,0,2,1,3,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,4,4,0,0,0,0,8,7,1,0,0,0
0,1,0,0,1,2,11,2,0,0,0,11,1,0,0,10,0,0,0,0,0,76,1,0,3,3,3,74,0,0,140,19,3,0,3,0,159,9,3,0,6,153,70,0,3,0,0
0,0,4,3,0,3,10,5,1,1,3,8,0.625,4,3,5,0,6,3,0.666667,0,1,1,1,0,1,0,2,0,1,33,0,10,0,0,0,43,0,0,0,0,43,38,0,2,0,1
1,0,13,7,0,5,75,21,3,13,2,30,0.3125,14,16,5,3,29,2,0.482759,0,3,0,0,1,1,1,2,0,0,8,2,3,0,0,0,13,1,0,0,1,12,10,0,3,0,1
1,0,7,5,0,3,48,8,1,9,3,16,0.125,8,6,1,0,9,3,0.888889,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,5,5,3,5,7,73,13,3,11,2,29,0.230769,7,8,3,1,20,2,0.35,0,7,8,0,1,0,0,14,1,0,3,4,22,0,2,1,26,1,0,2,1,26,23,0,2,0,1
3,1,7,3,1,3,32,3,4,6,2,15,0,3,1,0,0,5,2,0.6,0,0,0,0,1,1,1,0,0,0,4,0,0,2,0,0,6,6,0,0,6,0,6,0,0,1,1
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,23,0,0,0,0,0,23,0,0,48,0,0,0,0,0,48,0,0,0,0,48,1,0,1,0,0
1,1,4,4,1,2,64,3,4,6,2,15,0.571429,8,6,4,1,10,2,0.8,0,4,0,0,0,0,0,4,0,0,8,1,0,0,0,0,9,0,0,0,0,9,8,0,1,0,1
5,0,6,4,0,3,47,10,2,6,3,12,0,2,5,0,0,9,3,0.222222,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8,8,0,0,8,0,8,0,0,1,1
0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,3,1,1,0,2,0,3,4,0,0,0,0,7,4,0,0,4,3,4,0,1,0,0
1,1,3,3,1,1,153,1,1,14,3,44,0.928571,5,5,26,1,8,3,0.625,0,1,0,23,0,0,0,24,0,0,24,1,0,0,0,0,25,0,0,0,0,25,24,0,1,0,1
1,0,6,6,0,3,32,4,1,6,3,15,0.285714,11,6,2,0,12,3,0.916667,0,1,0,1,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,1,0,1
4,0,0,0,0,1,10,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0,1,1,4,1,0,0,0,3,1,1,1,3,0,1,0,1,0,0,2,0,0,0,0,2,0,0,13,0,0,0,0,0,13,0,0,0,0,13,11,0,2,0,0
1,0,7,2,0,2,30,4,3,3,2,11,0.125,4,4,1,2,11,2,0.363636,0,1,9,0,1,1,1,9,0,0,9,0,9,0,0,0,18,0,0,0,0,18,14,0,1,0,1
1,0,24,9,0,3,75,11,5,8,3,41,0.172414,14,14,5,1,32,2,0.4375,0,19,0,0,0,0,0,19,0,0,68,13,1,0,0,0,82,0,0,0,0,82,63,0,1,0,1
0,0,0,0,0,2,41,3,0,6,0,8,0.5,2,7,1,0,7,0,0.285714,0,0,1,0,0,0,0,1,0,0,30,0,0,0,0,0,30,0,0,0,0,30,29,0,1,0,0
0,0,1,1,0,3,16,3,0,3,0,6,0.75,1,1,3,0,1,0,1,0,8,0,0,4,1,1,4,3,0,17,0,0,2,0,0,19,1,0,0,1,18,18,0,1,0,0
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,3,1,0,10,1,1,0,0,0,12,0,0,0,0,12,9,0,1,0,0
1,0,0,0,0,1,3,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0
0,2,4,4,2,1,4,1,1,0,4,5,0.2,5,1,1,0,5,4,1,0,2,4,0,5,5,5,1,0,0,14,0,13,0,0,1,26,1,0,0,1,26,22,0,2,0,1
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,14,7,0,0,0,0
1,0,1,1,0,3,15,3,0,7,0,10,0.666667,7,7,2,0,8,0,0.875,0,3,0,0,0,0,0,3,0,0,2,1,0,1,0,0,4,0,0,0,0,4,3,0,1,0,0
0,0,1,1,0,3,12,3,0,0,0,3,1,2,4,2,0,4,0,0.5,0,5,0,0,2,0,0,3,2,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,2,0,0
1,0,1,1,0,1,11,1,0,1,0,3,1,2,1,1,0,2,0,1,0,2,0,0,2,2,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0
1,0,0,0,0,2,12,2,0,3,0,4,1,3,3,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,0,0
2,19,0,0,26,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,151,0,0,0,0,0,151,96,0,0,0,0
0,5,0,0,13,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,3,0,9,0,0,0,0,0,9,0,0,0,0,9,3,0,1,0,0
2,0,0,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,7,5,0,1,0,0
1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2,0,0,0,0,2,22,4,0,5,0,6,1,2,3,2,2,3,0,0.666667,0,0,0,13,0,0,0,13,0,0,12,2,0,16,5,0,25,0,0,5,0,25,26,0,1,0,0
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,20,20,0,0,0,0
0,5,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,13,10,0,0,0,0
3,0,1,1,0,2,12,3,0,6,0,8,0,2,4,0,0,5,0,0.4,0,0,0,10,2,1,1,8,1,0,11,3,0,2,0,0,16,4,0,0,4,12,10,0,1,1,0
2,0,0,0,0,3,11,3,0,5,0,6,1,1,1,1,0,1,0,1,0,3,0,7,0,0,0,10,0,0,24,2,0,1,2,0,25,0,0,2,0,25,17,0,1,0,0
1,1,1,1,1,3,57,11,4,3,2,7,1,2,2,4,4,3,2,0.666667,0,6,0,0,4,4,4,5,0,0,16,0,2,0,18,0,0,0,0,18,0,0,12,0,0,0,1
24,0,12,4,0,7,646,39,4,141,3,162,0.333333,4,4,6,2,8,2,0.5,0,51,0,0,7,7,7,50,0,0,10,22,0,1,0,0,33,0,0,0,0,33,29,0,1,0,1
3,0,9,5,0,4,56,3,1,10,3,18,0,12,10,0,0,19,3,0.631579,0,1,0,0,0,0,0,1,0,0,120,14,3,0,0,0,137,0,0,0,0,137,136,1,0,0,1
1,1,2,2,1,4,52,6,3,13,2,19,0.666667,6,6,4,2,8,2,0.75,0,4,0,0,1,1,1,3,0,0,0,5,0,3,0,0,8,0,0,0,0,8,5,0,1,0,1
0,1,0,0,1,1,12,4,0,0,0,3,1,0,0,3,0,0,0,0,1,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0
2,0,9,4,0,2,27,5,3,8,2,19,0.1,8,4,1,3,13,2,0.615385,0,5,5,0,2,6,2,4,0,4,135,25,16,0,0,0,176,43,0,0,43,133,166,0,6,1,1
2,0,11,6,0,6,113,20,4,4,2,26,0.388889,9,4,7,4,14,2,0.642857,0,8,0,0,0,1,0,7,0,1,12,4,0,0,0,0,16,1,0,0,1,15,14,0,2,0,1
0,0,2,1,0,2,9,3,0,1,0,3,0.333333,1,0,1,0,2,0,0.5,0,8,0,0,0,0,0,8,0,0,7,6,0,0,0,0,13,0,0,0,0,13,12,0,1,0,0
0,0,1,1,0,1,21,1,4,7,2,9,0,4,5,0,0,7,2,0.571429,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,29,1,0,0,1,28,29,0,0,0,1
0,2,0,0,2,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,26,0,0,11,11,11,26,0,0,55,0,0,0,0,0,55,1,0,0,1,54,4,0,1,0,0
4,0,10,5,0,4,152,28,3,16,2,28,0.090909,10,17,1,5,26,2,0.384615,0,16,0,0,1,1,1,15,0,0,21,25,0,0,0,0,46,0,0,0,0,46,45,0,1,0,1
1,0,0,0,0,1,4,2,0,1,0,1,0,0,0,0,2,0,0,0,0,1,3,3,7,3,3,0,4,0,44,1,0,4,42,0,7,0,0,42,0,7,44,0,3,0,0
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,10,0,0,0,0,10,7,0,2,0,0
4,0,8,4,0,3,58,8,4,9,2,22,0.428571,3,2,6,0,5,2,0.6,0,16,0,1,1,1,1,16,0,0,20,3,0,0,0,0,23,0,0,0,0,23,7,0,0,0,1
0,2,0,0,2,2,7,2,0,0,0,2,1,0,0,2,1,0,0,0,0,75,2,12,13,17,12,72,1,5,79,29,6,9,2,0,121,0,0,2,0,121,105,0,1,0,0
1,1,0,0,1,1,6,1,0,2,0,2,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,10,0,0,0,0,10,6,0,2,0,0
0,0,1,1,0,1,14,1,0,1,0,12,1,1,1,10,1,2,0,0.5,0,0,3,0,135,135,135,3,0,0,221,0,0,0,0,0,221,210,0,0,210,11,220,0,1,1,0
0,0,2,1,0,3,209,20,0,3,0,32,0.928571,2,2,26,9,2,0,1,0,99,0,2,29,36,29,76,0,7,36,11,0,2,0,0,49,4,0,0,4,45,45,0,1,0,0
1,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,5,2,1,0,0,0
5,2,3,2,2,3,50,4,3,8,2,12,0,5,5,0,0,9,2,0.555556,0,2,0,0,0,0,0,2,0,0,21,2,0,0,0,0,23,4,0,0,4,19,22,0,1,1,1
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,56,1,0,0,2,0,55,0,2,66,0,1,0,0,0,67,2,0,0,2,65,67,0,0,0,0
0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,21,1,1,3,3,0,22,3,3,50,102,0,0,136,0,16,3,0,136,3,13,147,0,3,0,0
0,1,0,0,1,1,5,2,0,0,0,1,1,1,1,1,0,1,0,1,0,1,9,0,4,4,4,10,0,0,39,0,2,0,0,0,41,2,0,0,2,39,32,0,1,0,0
1,0,2,1,0,5,31,7,3,2,2,8,0.2,2,1,1,1,5,2,0.4,0,1,0,2,0,4,0,0,0,4,4,3,0,2,0,0,9,9,0,0,9,0,9,0,0,1,1
2,1,10,2,1,4,57,7,1,6,3,54,0.666667,4,11,20,0,21,3,0.190476,0,21,0,0,0,1,0,20,0,1,47,0,0,0,0,0,47,0,0,0,0,47,20,1,0,0,1
2,1,0,0,1,1,4,1,0,2,0,4,1,0,0,2,0,0,0,0,0,6,0,0,4,4,4,2,0,0,166,0,0,0,0,0,166,0,0,0,0,166,155,0,1,0,0
1,0,0,0,0,2,9,3,0,3,0,4,1,3,4,1,0,4,0,0.75,0,4,0,0,0,0,0,4,0,0,9,1,0,0,0,0,10,0,0,0,0,10,5,0,1,0,0
1,3,1,1,3,1,5,1,0,1,0,4,0.5,1,0,1,1,1,0,1,0,0,2,0,0,0,0,2,0,0,20,0,1,0,1,9,11,1,0,1,1,19,20,0,0,0,0
1,0,1,1,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,22,0,1,1,1,1,22,0,0,19,13,0,0,0,0,32,5,0,0,5,27,20,0,4,0,0
4,1,0,0,1,2,6,2,0,4,0,5,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,30,0,1,0,0,0,31,1,0,0,1,30,25,0,0,0,0
0,7,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0
1,0,2,2,0,2,40,2,1,3,3,22,0.875,5,7,7,0,17,3,0.294118,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,0,1
0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,13,6,1,0,0,1,18,19,0,0,0,0
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,16,16,5,0,0,4,3,0,0,0,0,7,2,0,0,2,5,5,0,2,0,0
0,0,2,2,0,4,76,13,3,6,5,21,0.857143,4,3,12,1,5,4,0.8,0,76,1,0,3,3,3,74,0,0,140,19,3,0,3,0,159,9,3,0,6,153,70,0,3,0,1
0,1,0,0,3,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,1,5,0,0,2,0,0,3,2,0,5,0,0,4,0,0,9,0,0,0,0,9,7,0,1,0,0
0,3,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,13,0,0,0,0,13,0,0,0,0,0,13,13,0,0,0,0
4,0,2,2,0,3,15,5,1,7,3,16,0.555556,4,2,5,0,6,3,0.666667,1,24,0,0,8,8,8,16,0,0,5,3,0,1,0,0,9,0,0,0,0,9,8,0,1,0,1
3,0,3,2,0,1,7,3,0,4,0,7,0,3,3,0,0,4,0,0.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
1,0,1,1,0,1,3,1,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,0,2,2,2,0,0,0,21,1,1,0,0,0,23,0,0,0,0,23,22,0,1,0,0
1,0,0,0,0,1,4,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,5,1,1,1,5,0,0,3,0,0,1,0,0,4,0,0,0,0,4,3,0,1,0,0
2,0,1,1,0,2,11,3,0,3,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,0,0,0,0,5,3,0,1,0,0
0,1,2,2,2,2,56,3,3,3,2,11,0.875,4,3,7,0,4,2,1,0,24,0,0,1,1,1,23,0,0,41,1,3,0,0,0,45,0,0,0,0,45,28,0,2,0,1
0,0,4,3,0,2,12,4,0,0,0,11,0.428571,4,1,3,3,5,0,0.8,0,8,0,0,1,1,1,7,0,0,21,0,2,0,0,0,23,0,0,0,0,23,9,0,7,0,0
3,0,4,3,0,2,14,2,2,7,3,13,0.333333,5,4,2,1,8,3,0.625,0,11,0,0,8,9,8,2,0,1,385,153,3,18,65,0,494,44,0,65,44,450,546,0,8,0,1
1,0,0,0,0,1,4,2,0,2,0,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,38,0,5,0,0,3,40,0,0,0,0,43,39,0,1,0,0
2,0,0,0,0,3,31,5,0,4,0,6,1,2,2,2,0,2,0,1,0,3,0,0,1,1,1,2,0,0,153,4,0,0,0,0,157,0,0,0,0,157,100,0,1,0,0
0,0,5,3,0,5,77,16,1,6,3,16,0.5,5,5,5,3,10,3,0.5,0,8,0,0,0,1,0,7,0,1,5,5,0,0,0,0,10,0,0,0,0,10,9,1,0,0,1
1,2,0,0,3,2,32,4,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,2,2,4,2,0,0,2,13,0,0,0,0,0,13,13,0,0,13,0,13,0,0,1,0
1,0,3,2,0,3,44,11,3,10,2,16,0.5,7,6,3,1,10,2,0.7,0,2,0,0,1,1,1,1,0,0,10,22,0,0,0,0,32,2,0,0,2,30,31,0,1,0,1
0,0,7,7,0,5,19,5,1,7,3,15,0.142857,6,2,1,0,7,3,0.857143,0,0,0,0,1,1,1,0,0,0,5,0,3,0,0,0,8,0,0,0,0,8,2,0,2,0,1
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,4,4,4,2,0,0,4,0,0,0,0,0,4,0,0,0,0,4,1,0,1,0,0
0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,0,7,0,0,0,0,0,7,0,0,0,0,7,5,0,1,0,0
2,1,6,4,1,2,41,4,1,3,3,21,0.4375,7,12,7,0,16,3,0.4375,0,10,1,0,0,0,0,11,0,0,33,0,0,0,0,0,33,0,0,0,0,33,17,0,1,0,1
3,2,0,0,2,1,7,1,0,3,0,12,1,1,1,2,0,1,0,1,0,0,2,3,3,3,3,2,0,0,9,1,2,1,0,0,13,0,0,0,0,13,5,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
1,0,1,1,0,1,16,1,4,2,2,14,0.307692,2,2,4,0,3,2,0.666667,0,8,0,2,0,0,0,11,0,0,21,2,1,2,0,0,26,0,0,0,0,26,18,0,1,0,1
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,2,0,0,1,7,0,0,0,0,0,7,0,0,0,0,7,6,0,1,0,0
1,2,0,0,3,4,158,34,2,29,3,47,0.555556,2,7,10,2,15,3,0.133333,0,13,0,0,7,6,6,6,1,0,3,4,0,0,0,0,7,0,0,0,0,7,6,0,1,0,1
0,0,1,1,0,1,2,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,25,5,0,0,0,0,30,0,0,0,0,30,28,0,2,0,0
0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,10,0,3,4,0,0,0,0,0,4,0,0,0,0,4,3,0,1,0,0
0,0,13,3,0,4,46,6,8,4,2,23,0.2,5,7,3,1,17,2,0.294118,0,2,0,0,0,1,0,1,0,1,7,0,0,0,0,0,7,0,0,0,0,7,4,0,1,0,1
2,0,0,0,0,1,3,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,6,0,5,0,114,2,0,5,2,112,118,0,1,0,0
2,0,0,0,0,3,12,3,0,3,0,4,1,2,3,1,0,3,0,0.666667,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,13,0,0,0,0,13,10,0,2,0,0
5,2,14,6,2,5,167,29,3,23,3,39,0.066667,10,15,1,0,26,2,0.384615,0,7,0,0,5,4,4,5,1,0,63,1,4,0,8,0,60,3,0,8,3,57,55,0,3,0,1
1,6,0,0,8,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,7,0,0,3,3,3,7,0,0,18,0,0,0,0,0,18,0,0,0,0,18,2,0,3,0,0
1,1,0,0,1,1,3,1,0,1,0,2,1,1,3,1,0,3,0,0.333333,1,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,4,3,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0
1,0,14,8,0,7,122,11,3,30,2,40,0.3,16,22,6,0,30,2,0.533333,0,0,0,1,1,1,1,0,0,0,0,1,1,71,0,0,73,0,0,0,0,73,72,0,1,0,1
2,4,5,4,9,8,486,130,5,13,2,27,0.642857,5,4,9,2,9,2,0.555556,0,52,0,0,14,12,12,45,2,0,47,43,0,0,0,0,90,1,0,0,1,89,76,0,1,0,1
