@relation 'Training_Citical Dataset'

@attribute AMWNAMM_type numeric
@attribute AMW_type numeric
@attribute ATFD_type numeric
@attribute CBO_type numeric
@attribute CFNAMM_type numeric
@attribute DIT_type numeric
@attribute FANOUT_type numeric
@attribute LCOM5_type numeric
@attribute LOCNAMM_type numeric
@attribute LOC_type numeric
@attribute NIM_type numeric
@attribute NMO_type numeric
@attribute NOAM_type numeric
@attribute NOA_type numeric
@attribute NOCS_type numeric
@attribute NOC_type numeric
@attribute NOII_type numeric
@attribute NOMNAMM_type numeric
@attribute NOM_type numeric
@attribute NOPA_type numeric
@attribute RFC_type numeric
@attribute TCC_type numeric
@attribute WMCNAMM_type numeric
@attribute WMC_type numeric
@attribute WOC_type numeric
@attribute isStatic_type numeric
@attribute num_final_attributes numeric
@attribute num_final_not_static_attributes numeric
@attribute num_final_static_attributes numeric
@attribute num_not_final_not_static_attributes numeric
@attribute num_static_attributes numeric
@attribute num_static_not_final_attributes numeric
@attribute number_abstract_methods numeric
@attribute number_constructor_DefaultConstructor_methods numeric
@attribute number_constructor_NotDefaultConstructor_methods numeric
@attribute number_final_methods numeric
@attribute number_final_not_static_methods numeric
@attribute number_final_static_methods numeric
@attribute number_not_abstract_not_final_methods numeric
@attribute number_not_final_not_static_methods numeric
@attribute number_not_final_static_methods numeric
@attribute number_package_visibility_attributes numeric
@attribute number_package_visibility_methods numeric
@attribute number_private_visibility_attributes numeric
@attribute number_private_visibility_methods numeric
@attribute number_protected_visibility_attributes numeric
@attribute number_protected_visibility_methods numeric
@attribute number_public_visibility_methods numeric
@attribute number_standard_design_methods numeric
@attribute number_static_methods numeric
@attribute class {1,2,3,4}

@data
23.125,23.125,34,25,25,7,11,1,5349,5349,158,1,0,9,11,0,0,8,8,1,134,0,185,185,0.8,0,1,0,1,7,2,1,0,0,0,0,0,0,8,3,5,0,0,8,4,0,0,4,8,5,4
0,1.333333,0,0,0,1,0,0.733333,61,61,0,0,6,3,0,5,1,0,6,0,6,0.333333,0,8,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,7,0,0,0,3,0,0,0,7,0,0,2
11,10.529412,51,10,18,1,7,0.825893,616,695,0,2,2,22,0,0,0,15,17,3,49,0.722222,165,179,0.75,0,3,0,3,19,3,0,0,0,1,0,0,0,17,16,1,9,1,10,7,0,0,9,14,1,3
1,1,0,0,0,1,0,0.857143,32,32,0,0,7,4,0,0,1,1,8,0,8,0.142857,1,8,0.125,0,0,0,0,4,0,0,0,0,0,0,0,0,8,8,0,0,0,4,0,0,0,8,1,0,2
1,1,0,0,0,1,0,0.928571,17,97,0,0,13,7,0,0,0,2,15,0,15,0.089744,2,15,0.133333,0,0,0,0,7,0,0,0,0,2,0,0,0,15,15,0,0,0,7,0,0,0,15,0,0,2
1,1,0,0,0,1,0,0.857143,17,47,0,0,5,3,0,0,0,3,8,0,8,0.2,3,8,0,0,0,0,0,3,0,0,0,0,2,0,0,0,8,8,0,0,8,3,0,0,0,0,1,0,2
1.166667,1.166667,0,0,0,1,0,0.9,33,33,0,0,0,2,0,3,0,6,6,0,6,1,7,7,1,0,2,1,1,0,1,0,0,0,3,0,0,0,6,6,0,0,0,2,1,0,2,3,3,0,1
1,1,0,0,0,1,0,0.666667,7,25,0,0,3,2,0,0,0,1,4,0,4,0.333333,1,4,0.25,0,0,0,0,2,0,0,0,1,0,0,0,0,5,5,0,0,0,2,0,0,0,5,1,0,2
1.285714,1.214286,0,1,3,6,3,0.868132,190,250,536,0,7,7,2,0,0,7,14,0,17,0.533333,9,17,0.363636,0,0,0,0,7,0,0,0,0,1,0,0,0,14,14,0,0,0,7,3,0,0,11,6,0,1
1,1,0,10,8,1,8,1,7,47,0,0,8,9,0,0,0,1,9,0,17,0,1,9,0.111111,0,0,0,0,9,0,0,0,0,1,0,0,0,9,9,0,0,0,9,0,0,0,9,0,0,2
1,1.142857,0,1,0,3,0,1,20,63,14,1,5,5,0,0,0,2,7,0,7,0.3,2,8,0.285714,0,0,0,0,5,0,0,0,0,2,0,0,0,7,7,0,5,0,0,0,0,0,7,0,0,2
5.181818,5.181818,25,15,21,1,15,0.964286,603,603,0,0,0,4,3,0,1,22,22,0,69,0.333333,114,114,1,0,0,0,0,2,2,2,0,0,1,0,0,0,22,22,0,4,0,0,18,0,0,4,21,0,3
1.6,1.12,2,3,2,1,1,0.882576,114,214,0,1,20,11,0,0,0,5,25,1,29,0.202899,8,28,0.192308,0,1,0,1,10,1,0,0,0,1,0,0,0,25,24,1,0,0,10,0,0,0,25,4,1,2
7.035088,6.298507,100,56,152,2,38,0.919613,2100,2216,20,28,10,36,0,0,0,57,67,10,268,0.414966,401,422,0.484848,0,1,0,1,35,1,0,0,0,2,0,0,0,67,66,1,7,28,19,16,0,0,23,55,1,4
2.857143,2.857143,7,9,9,1,8,0,135,135,0,0,0,0,0,0,0,7,7,0,20,0,20,20,1,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,1,0,0,0,3,0,0,4,7,7,1
4.712329,2.938272,101,57,71,1,41,0.984028,2065,3129,0,2,89,77,0,0,4,73,162,0,328,0.27739,344,476,0.385714,0,3,0,3,74,3,0,0,0,3,3,0,3,159,153,6,0,0,76,19,1,3,140,70,9,4
2.75,2.75,0,5,4,2,2,1,51,51,0,0,0,4,0,1,0,4,4,0,8,0,11,11,0,0,0,0,0,4,0,0,2,0,1,1,1,0,1,3,0,0,0,0,0,4,0,4,3,0,1
0,1,0,0,0,1,0,0.923077,59,59,0,0,14,7,0,0,0,0,14,0,14,0.076923,0,14,0,0,0,0,0,7,0,0,0,1,0,0,0,0,15,15,0,0,0,7,0,0,0,15,0,0,2
12.066667,11.575758,87,42,85,1,37,0.787716,3455,3563,0,0,3,57,8,0,2,30,33,6,161,0.577778,362,382,0.4375,0,7,0,7,50,7,0,0,0,1,0,0,0,33,33,0,0,1,51,22,0,0,10,29,0,4
13.032258,13,119,74,140,1,67,0.692037,2410,2633,0,0,3,107,8,0,2,31,34,13,219,0.501894,404,442,0.36,0,13,0,13,94,13,0,0,0,1,0,0,0,34,34,0,0,0,0,0,94,22,12,30,0,4
1,1,5,2,1,2,1,0,32,32,2,0,0,9,0,0,0,1,1,9,4,1,1,1,0,0,9,0,9,0,9,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1.545455,1.545455,0,0,1,1,1,0.3,146,146,0,0,0,1,1,1,0,11,11,0,12,0.622222,17,17,1,0,0,0,0,1,0,0,0,0,1,9,9,0,2,2,0,0,1,1,0,0,0,10,10,0,1
7,7,0,0,0,1,0,0,42,42,0,0,0,0,0,0,1,1,1,0,1,1,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,1,0,1
1,1,1,24,2,5,3,1,54,54,49,1,0,1,0,0,0,2,2,0,79,0,2,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,3,2,0,1
1,1,0,4,4,1,4,0,71,71,0,0,0,6,0,0,0,1,1,6,5,1,1,1,0,0,6,0,6,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,2,0,1,0,0.8,24,24,0,0,6,3,0,0,0,0,6,0,6,0.2,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,7,0,0,0,3,0,0,0,7,0,0,2
0,1,0,2,0,1,0,0.8,23,23,0,0,6,3,0,0,0,0,6,0,6,0.2,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,0,6,0,0,2
0,1,0,1,0,1,0,0.857143,31,31,0,0,8,4,0,0,0,0,8,0,8,0.142857,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,8,0,0,0,4,0,0,0,8,0,0,2
1,1.153846,0,0,0,1,0,0.888889,57,57,0,0,12,6,0,1,1,1,13,0,13,0.151515,1,15,0.076923,0,0,0,0,6,0,0,0,0,1,0,0,0,13,13,0,0,0,0,0,6,0,13,0,0,2
0,1,0,0,0,1,0,0.8,1,31,0,0,6,3,0,0,0,0,6,0,6,0.2,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,7,0,3,1,0,0,0,0,6,0,0,2
1,1,6,15,2,3,1,0,3,77,43,0,6,0,0,0,0,1,7,0,55,0,1,7,0.142857,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0,1
1,1,6,14,2,3,1,0,3,76,43,0,6,0,0,0,0,1,7,0,55,0,1,7,0.142857,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,7,0,0,1
3.972222,2.597015,63,36,42,1,25,0.972348,849,1012,0,0,31,40,0,0,1,36,67,8,123,0.15625,143,174,0.430769,0,10,1,9,30,9,0,0,0,2,0,0,0,67,61,6,28,9,4,1,0,0,57,34,6,3
1,1,0,1,0,1,0,1,33,47,0,0,1,17,0,1,0,2,3,8,3,1,2,3,0,0,8,0,8,9,8,0,0,0,2,0,0,0,3,3,0,9,3,0,0,0,0,0,0,0,1
3.4,3.205479,24,19,67,3,13,0.894965,1706,1812,31,17,8,16,1,0,0,65,73,1,178,0.471441,221,234,0.875,0,2,0,2,14,2,0,0,0,3,0,0,0,73,73,0,0,1,15,1,0,0,71,62,0,4
1.75,1.75,5,11,20,1,9,0.863636,290,290,0,0,0,2,0,0,0,12,12,0,34,0.890909,21,21,1,0,1,0,1,1,1,0,0,0,1,0,0,0,12,12,0,0,0,1,0,1,1,11,11,0,1
2.378173,2.374684,44,94,156,1,77,1,4124,4130,0,0,1,142,0,0,1,394,395,126,584,0.000169,937,938,0.755299,0,138,0,138,4,138,0,0,0,2,1,0,1,394,8,386,0,0,0,0,16,2,393,392,387,4
3,3,0,2,12,2,3,0,232,232,0,0,0,9,1,0,0,1,1,9,13,1,3,3,0.1,1,0,0,0,9,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2,1.75,5,1,1,2,1,0.681818,17,131,7,5,9,2,0,0,0,3,12,0,25,0.611111,6,21,0.25,0,0,0,0,2,0,0,0,0,3,0,0,0,12,12,0,0,0,2,0,0,0,12,0,0,2
0,1,0,0,0,1,0,0.8,19,61,0,0,6,3,0,0,1,0,6,0,6,0.2,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,7,0,0,0,3,0,0,0,7,0,0,2
1.727273,1.727273,0,0,0,2,0,0.7,70,70,6,1,0,2,0,0,1,11,11,0,11,0.622222,19,19,1,0,0,0,0,2,0,0,0,0,1,0,0,0,11,8,3,0,0,0,0,2,0,11,10,3,1
2.326531,2.178571,14,17,40,1,15,0.971787,1057,1099,0,1,7,29,2,0,2,49,56,15,102,0.259958,114,122,0.644068,0,14,0,14,11,18,4,0,1,0,7,7,0,50,34,16,2,10,12,2,0,0,45,49,16,4
5.24,3.947368,21,39,49,2,29,0.926868,637,745,0,0,13,17,0,0,0,25,38,0,130,0.327635,131,150,0,0,0,0,0,17,0,0,0,0,1,0,0,0,38,38,0,0,0,17,10,0,1,27,24,0,3
1,1,0,4,0,1,0,0,57,57,0,0,0,6,0,1,1,1,1,6,1,1,1,1,0.142857,0,6,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,0,0.933333,78,182,0,0,8,5,0,0,2,2,10,0,10,0.142857,2,10,0.2,0,1,0,1,4,1,0,0,0,2,0,0,0,10,10,0,1,0,4,0,0,0,10,0,0,2
1.5,1.5,0,0,0,1,0,0,44,44,0,0,0,0,0,0,0,2,2,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,1
7.333333,7.138462,65,26,50,1,24,0.945437,2127,2137,0,1,2,155,0,0,1,63,65,146,126,0.335994,462,464,0.26,0,15,0,15,130,25,10,0,0,1,0,0,0,65,57,8,0,0,9,11,0,0,54,62,8,4
4,3.068966,11,17,20,2,8,0.909226,506,541,31,6,9,25,1,0,0,20,29,0,93,0.261905,80,89,0.571429,0,9,8,1,16,1,0,0,0,0,0,0,0,29,29,0,10,0,15,8,0,0,21,20,0,3
1,1,0,1,1,2,1,1,18,48,5,0,6,6,0,2,1,2,8,3,14,0.2,2,8,0.181818,0,3,0,3,3,3,0,0,0,2,0,0,0,8,8,0,0,0,3,0,0,0,8,0,0,2
2,1.129032,2,7,6,1,4,0.959524,44,287,0,0,27,14,0,0,1,4,31,0,37,0.045977,8,35,0.1,0,0,0,0,14,0,0,0,1,0,0,0,0,32,31,1,0,0,14,1,0,0,31,4,1,2
1.25,1.166667,0,3,2,1,2,0.85,38,54,0,0,2,4,0,0,1,4,6,0,8,0.666667,5,7,0.666667,0,1,0,1,3,1,0,0,0,2,0,0,0,6,6,0,0,0,4,0,0,0,6,2,0,1
1,1,0,0,0,1,0,0.9375,1,97,0,0,16,8,0,0,0,1,17,0,17,0.066667,1,17,0,0,0,0,0,8,0,0,0,0,1,0,0,0,17,17,0,0,17,8,0,0,0,0,0,0,2
1,1.4,0,2,2,1,1,0.861111,21,90,0,0,7,4,0,0,1,3,10,0,12,0.133333,3,14,0.3,0,0,0,0,4,0,0,0,1,0,0,0,0,11,11,0,0,1,4,0,0,0,10,3,0,2
1.333333,1.045455,0,1,0,1,0,0.988095,44,161,0,1,19,16,0,0,2,3,22,6,22,0.1,4,23,0.107143,0,6,0,6,10,6,0,0,0,1,0,0,0,22,22,0,0,0,10,0,0,0,22,2,0,2
1,1,2,7,4,2,4,0.861111,33,78,4,0,6,4,0,0,0,4,10,0,20,0.166667,4,10,0.4,0,0,0,0,4,0,0,0,0,1,0,0,0,10,10,0,0,0,4,0,0,0,10,3,0,2
4.461538,3.647059,86,58,57,1,50,0.903581,972,1042,0,0,8,11,0,0,0,26,34,0,169,0.48,116,124,0.75,0,0,0,0,11,0,0,0,0,3,0,0,0,34,34,0,0,0,11,5,0,1,28,23,0,4
1,1,0,1,0,1,0,1,53,106,0,0,6,6,0,0,0,1,7,0,7,0,1,7,0,0,0,0,0,6,0,0,0,0,1,0,0,0,7,7,0,0,7,6,0,0,0,0,0,0,2
11.310345,11.310345,106,27,51,1,25,0.723214,1371,1371,0,0,0,4,2,0,1,29,29,0,87,1,328,328,1,0,0,0,0,4,0,0,0,0,2,0,0,0,29,23,6,3,0,1,25,0,0,4,27,6,3
1,1,0,1,1,2,1,1,14,14,0,0,0,1,0,0,0,2,2,1,3,1,2,2,0.666667,1,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1
1.4,1.133333,1,3,5,1,2,0.867347,53,147,0,2,10,7,0,0,1,5,15,0,21,0.21978,7,17,0.333333,0,4,4,0,3,0,0,0,0,1,0,0,0,15,15,0,0,0,7,0,0,0,15,4,0,2
4.76,4.76,17,14,31,2,13,0.969551,1157,1157,4,2,0,52,2,0,0,25,25,13,75,0.25,119,119,0.380952,0,28,0,28,20,32,4,0,0,0,4,0,4,21,17,4,0,0,39,17,0,0,8,25,8,4
1,1,0,2,0,1,0,1,11,35,0,0,4,4,0,0,0,1,5,0,5,0,1,5,0.2,0,0,0,0,4,0,0,0,0,1,0,0,0,5,5,0,0,0,4,0,0,0,5,0,0,2
1,1,0,1,1,1,1,0,8,8,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1,1,0,3,1,2,1,0,13,13,29,0,0,7,0,0,0,1,1,7,42,1,1,1,0.125,0,7,0,7,0,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2,2,1,2,2,1,2,0,10,10,0,0,0,0,0,0,1,1,1,0,3,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,1,0,1
1,1,0,3,1,1,1,0,12,12,0,0,0,0,0,0,1,2,2,0,3,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,1
6.53125,5.018519,26,44,42,2,23,0.766038,1257,1614,25,17,22,16,1,0,1,32,54,0,158,0.442376,209,271,0.55102,0,2,0,2,14,2,0,0,0,3,3,3,0,51,46,5,14,1,2,3,0,1,49,29,5,3
6,5.411765,20,24,23,5,12,0.936538,1031,1052,125,5,2,65,0,0,0,15,17,0,240,0.346154,90,92,0.9,0,24,0,24,41,24,0,0,0,1,0,0,0,17,16,1,0,0,65,3,0,4,10,14,1,3
6.1,4.642857,10,2,5,1,2,0.978771,986,1055,0,0,12,54,0,0,1,30,42,12,47,0.224638,183,195,0.368421,0,28,0,28,25,29,1,0,0,2,7,7,0,35,26,9,0,0,42,16,0,0,26,28,9,3
2.75,2.75,1,6,10,3,3,1,43,43,31,1,0,3,0,0,0,4,4,3,53,1,11,11,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,3,4,0,1
9,9,77,57,77,3,31,0.952381,1261,1261,58,0,0,4,0,2,0,22,22,0,224,0.073529,198,198,1,0,0,0,0,4,0,0,0,0,5,0,0,0,22,19,3,4,21,0,0,0,0,1,17,3,4
14.411765,13.526316,123,52,99,2,41,1,1217,1268,33,1,2,4,0,1,0,17,19,0,181,0.285714,245,257,1,0,0,0,0,4,0,0,0,0,4,0,0,0,19,16,3,4,8,0,8,0,0,3,13,3,3
1,1,0,0,0,1,0,0.916667,7,67,0,0,12,6,0,0,2,1,13,0,13,0.090909,1,13,0.076923,0,0,0,0,6,0,0,0,0,1,0,0,0,13,13,0,0,0,6,0,0,0,13,0,0,2
8.222222,7.904762,38,34,60,1,27,0.986508,1277,1381,0,0,3,63,0,0,1,18,21,59,115,0.4,148,166,0.140845,0,60,1,59,3,59,0,0,0,3,0,0,0,21,20,1,0,0,4,8,0,1,12,15,1,3
5.243243,3.890909,19,20,51,1,21,0.964444,1179,1299,0,0,18,25,3,0,3,37,55,0,120,0.439626,194,214,0.627907,0,0,0,0,25,0,0,0,0,1,0,0,0,55,55,0,2,7,23,5,0,0,43,36,0,3
1,1.222222,0,2,0,1,0,0.875,43,43,0,0,8,4,0,0,0,1,9,0,9,0.285714,1,11,0.111111,0,0,0,0,4,0,0,0,0,1,0,0,0,9,9,0,0,0,4,0,0,0,9,0,0,2
1.333333,1.181818,0,0,0,1,0,0.9,83,121,0,0,5,6,0,0,1,6,11,0,11,0.177778,8,13,1,0,0,0,0,6,0,0,0,0,1,0,0,0,11,11,0,4,10,2,0,0,0,1,5,0,2
1.6,1.6,4,5,6,2,3,0.75,49,49,25,1,0,1,0,0,0,5,5,1,44,0.1,8,8,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,1,5,0,1
1,1,8,3,0,1,0,0,270,270,0,0,0,10,0,0,0,1,1,10,1,1,1,1,0,0,10,0,10,0,10,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
7.848485,7.848485,64,22,54,1,17,0.921795,3363,3363,0,0,0,12,1,1,1,66,66,0,126,0.230769,518,518,1,0,2,0,2,10,2,0,0,0,2,0,0,0,66,62,4,0,0,12,50,0,0,16,64,4,3
0,1,0,3,0,1,0,0.933333,91,91,0,0,16,8,0,0,0,0,16,0,16,0.066667,0,16,0,0,0,0,0,8,0,0,0,1,0,0,0,0,17,17,0,0,0,8,0,0,0,17,0,0,2
0,1,0,0,0,1,0,0.857143,47,47,0,0,8,4,0,0,0,0,8,0,8,0.142857,0,8,0,0,0,0,0,4,0,0,0,1,0,0,0,0,9,9,0,0,0,4,0,0,0,9,0,0,2
1,1,2,5,2,3,1,1,34,34,32,0,0,3,0,0,0,7,7,3,57,1,7,7,0.571429,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,0,0,4,7,0,1
1,1,0,0,0,1,0,0,252,252,0,0,0,48,0,0,0,1,1,48,1,1,1,1,0,0,48,0,48,0,48,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
5.743902,4.780952,124,106,88,3,23,0.98803,1595,1747,677,29,23,49,0,3,0,82,105,22,1108,0.041209,471,502,0.642857,0,24,0,24,23,26,2,0,1,0,0,0,0,106,106,0,0,0,21,0,6,1,105,82,0,4
4.913793,4.026667,110,43,103,1,38,0.926126,1767,1890,0,0,17,15,1,0,1,58,75,0,264,0.402899,285,302,0.757143,0,0,0,0,14,1,1,0,0,0,0,0,0,75,74,1,0,0,15,5,0,0,70,58,1,4
3.75,3.822222,28,35,78,2,32,0.957168,1029,1134,8,1,5,26,4,0,1,40,45,4,155,0.161905,150,172,0.6,0,5,0,5,20,6,1,0,0,1,1,1,0,44,44,0,0,0,22,29,0,0,16,39,0,4
3,1.222222,0,1,2,1,1,1,10,34,0,0,8,8,0,0,0,1,9,0,11,0,3,11,0.111111,0,0,0,0,8,0,0,0,0,1,0,0,0,9,9,0,0,0,8,0,0,0,9,0,0,2
11.25,10.761905,54,25,50,1,21,0.953571,1191,1201,0,0,1,14,0,0,0,20,21,5,113,0.428571,225,226,0.545455,0,8,2,6,6,6,0,0,0,1,0,0,0,21,18,3,0,2,9,13,0,0,6,19,3,4
1,1,0,5,2,3,2,1,20,20,32,0,0,1,0,0,0,3,3,1,52,1,3,3,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,1,3,0,1
1,1,0,1,0,1,0,0.876923,4,121,0,0,13,13,0,0,0,1,14,0,14,0,1,14,0.071429,0,0,0,0,13,0,0,0,0,1,0,0,0,14,14,0,13,0,0,0,0,0,14,0,0,2
2,1.02439,1,11,0,1,0,0.9725,380,380,0,1,40,20,0,0,0,1,41,0,41,0.029268,2,42,0.02439,0,0,0,0,20,0,0,0,1,0,0,0,0,42,42,0,0,0,20,0,0,0,42,1,0,2
1,1,1,2,1,3,2,1,31,31,6,0,0,1,0,0,0,3,3,0,11,0,3,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,3,2,1,0,0,1,1,0,0,2,2,1,1
0,1,0,1,0,1,0,1,63,95,0,0,4,14,0,0,0,0,4,12,4,0.333333,0,4,0,0,5,0,5,9,5,0,0,1,0,0,0,0,5,5,0,0,0,2,0,0,0,5,0,0,2
4.686567,4.951807,26,21,62,2,18,0.953437,2997,3547,0,0,16,22,2,3,0,67,83,0,155,0.392888,314,411,0,0,3,0,3,19,3,0,0,0,1,2,2,0,81,79,2,5,6,5,14,12,13,50,66,2,3
1,1,0,0,0,1,0,1,49,91,0,0,6,6,0,0,0,1,7,0,7,0,1,7,0.142857,1,0,0,0,6,0,0,0,0,1,0,0,0,7,7,0,0,0,6,0,0,0,7,0,0,2
1,1,0,0,0,1,0,0.909091,55,125,0,0,10,5,0,0,1,2,12,0,12,0.111111,2,12,0.166667,1,0,0,0,5,0,0,0,0,2,0,0,0,12,12,0,0,0,5,0,0,0,12,0,0,2
0,1,0,3,0,2,0,1,15,35,3,0,3,3,0,0,0,0,3,3,9,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,2
3.558824,3.133333,13,12,17,2,10,0.913636,1157,1404,12,1,11,15,0,0,2,34,45,0,69,0.44367,121,141,0.744186,0,0,0,0,15,0,0,0,0,2,1,1,0,44,44,0,3,0,12,1,0,1,43,32,0,3
29.2,26.636364,28,13,20,1,8,0.722222,1248,1257,0,0,1,12,0,0,0,10,11,4,43,1,292,293,0.285714,0,4,0,4,8,4,0,0,0,1,0,0,0,11,11,0,0,0,8,8,0,0,3,9,0,3
5.033333,4.315789,30,49,40,3,22,0.905405,989,1075,49,22,8,8,1,0,0,30,38,3,174,0.326437,151,164,0.702703,0,5,0,5,3,5,0,0,0,5,0,0,0,38,36,2,0,0,5,3,0,1,34,25,2,3
3.2,3,0,1,18,1,18,0.8,239,244,0,0,1,5,17,9,0,10,11,5,29,0.345455,32,33,0.6,0,0,0,0,5,0,0,0,1,0,0,0,0,12,8,4,0,0,0,0,0,1,11,10,4,1
1,1,0,1,0,2,0,0,5,5,10,1,0,0,0,1,0,1,1,0,28,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,1
5.9375,5.9375,127,19,26,1,18,1,590,590,0,0,0,15,0,0,0,16,16,0,107,1,95,95,1,0,12,0,12,1,14,2,0,0,2,0,0,0,16,15,1,1,0,14,12,0,0,4,14,1,3
1,1,0,1,0,1,0,1,30,70,0,0,4,5,0,0,1,1,5,0,5,0,1,5,0.2,0,5,4,1,0,1,0,0,0,1,0,0,0,5,5,0,0,0,5,0,0,0,5,0,0,2
1,1,0,0,0,1,0,0,230,230,0,0,0,109,0,0,0,1,1,109,1,1,1,1,0,0,109,0,109,0,109,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,1,0,0.857143,39,81,0,0,6,3,0,0,1,2,8,0,8,0.2,2,8,0.25,1,0,0,0,3,0,0,0,0,2,0,0,0,8,8,0,0,0,3,0,0,0,8,0,0,2
1.333333,1.2,1,1,1,1,1,0.75,15,26,0,0,2,2,0,0,2,3,5,0,7,0.2,4,6,0.6,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,5,3,0,1
67.5,45.333333,8,22,137,1,21,0.972222,407,413,0,0,1,18,0,0,1,2,3,0,140,1,135,136,0.666667,0,2,1,1,15,2,1,0,0,1,0,0,0,3,3,0,0,0,13,0,5,0,3,1,0,3
3.277778,3.277778,0,1,2,1,1,0.985714,818,818,0,0,0,2,0,0,0,36,36,1,38,0.001783,118,118,0.971429,0,1,0,1,0,2,1,0,0,0,2,0,2,34,0,34,0,0,1,2,0,0,34,36,36,2
3.97619,3.490566,35,39,91,5,50,0.9714,1951,2060,518,2,11,39,18,0,3,42,53,11,168,0.262626,167,185,0.622642,0,12,0,12,27,12,0,0,0,2,0,0,0,53,49,4,2,5,26,6,0,0,42,40,4,4
25.857143,25.857143,34,25,23,7,9,1,5126,5126,158,1,0,9,11,0,0,7,7,1,134,0,181,181,0.8,0,1,0,1,7,2,1,0,0,0,0,0,0,7,3,4,0,0,8,3,0,0,4,7,4,4
1,1,0,0,0,1,0,1,41,56,0,0,3,7,0,0,0,2,5,4,5,0,2,5,0.222222,0,4,0,4,3,4,0,0,0,2,0,0,0,5,5,0,0,0,3,0,0,0,5,0,0,2
5.555556,5.555556,36,26,57,1,23,0.78125,429,429,0,0,0,4,0,0,0,9,9,0,75,0.642857,50,50,1,0,1,0,1,1,3,2,0,0,1,0,0,0,9,9,0,0,1,4,0,0,0,8,8,0,3
1,1,0,0,0,1,0,0.9,47,117,0,0,10,5,0,0,1,1,11,0,11,0.111111,1,11,0.090909,1,0,0,0,5,0,0,0,0,1,0,0,0,11,11,0,0,0,5,0,0,0,11,0,0,2
3,3,0,1,1,1,1,0.857143,269,269,0,0,0,3,0,0,0,8,8,0,9,1,24,24,1,0,2,0,2,0,3,1,0,1,0,3,2,1,6,5,1,0,0,0,5,3,0,4,8,2,1
0,1,0,2,0,2,0,1,16,37,3,0,3,3,0,0,0,0,3,3,9,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,2
1,1,0,4,0,2,0,0,15,15,11,0,0,0,0,0,0,2,2,0,21,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,1
1,1,0,0,0,1,0,0.75,8,44,0,0,4,2,0,1,0,1,5,0,5,0.333333,1,5,0.2,0,0,0,0,2,0,0,0,0,1,0,0,0,5,5,0,2,0,0,0,0,0,5,0,0,2
